timestamp,src_ip,dst_ip,protocol_encoded,length_normalized,anomaly
2025-08-03 11:52:31.707389,192.168.49.164,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.707389,,,0,0.0097826086956521,1
2025-08-03 11:52:31.707389,192.168.63.245,255.255.255.255,1,0.4184782608695652,1
2025-08-03 11:52:31.707389,,,0,0.0097826086956521,1
2025-08-03 11:52:31.707389,,,0,0.0097826086956521,1
2025-08-03 11:52:31.707389,,,0,0.0097826086956521,1
2025-08-03 11:52:31.707389,192.168.60.64,224.0.0.251,5,0.0331521739130434,1
2025-08-03 11:52:31.707389,,,0,0.0097826086956521,1
2025-08-03 11:52:31.707389,192.168.60.135,224.0.0.251,5,0.0418478260869565,1
2025-08-03 11:52:31.707389,,,0,0.0097826086956521,1
2025-08-03 11:52:31.707389,,,0,0.0097826086956521,1
2025-08-03 11:52:31.707389,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.707389,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.707389,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.708317,,,0,0.0,1
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0190217391304347,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0309782608695652,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0309782608695652,1
2025-08-03 11:52:31.717138,,,0,0.0097826086956521,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0309782608695652,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0309782608695652,1
2025-08-03 11:52:31.717138,,,0,0.0097826086956521,1
2025-08-03 11:52:31.717138,,,0,0.0097826086956521,1
2025-08-03 11:52:31.717138,,,0,0.0097826086956521,1
2025-08-03 11:52:31.717138,,,0,0.0097826086956521,1
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.0309782608695652,1
2025-08-03 11:52:31.718517,,,0,0.0097826086956521,1
2025-08-03 11:52:31.718548,192.168.58.149,192.168.49.164,5,0.2114130434782608,1
2025-08-03 11:52:31.720021,,,5,0.029891304347826,1
2025-08-03 11:52:31.720021,,,5,0.029891304347826,1
2025-08-03 11:52:31.720021,,,5,0.029891304347826,1
2025-08-03 11:52:31.720021,,,5,0.029891304347826,1
2025-08-03 11:52:31.720021,,,0,0.0097826086956521,1
2025-08-03 11:52:31.720021,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
2025-08-03 11:52:31.729060,,,0,0.0097826086956521,1
2025-08-03 11:52:31.729060,,,5,0.029891304347826,1
