timestamp,protocol,length,src_ip,dst_ip
2025-08-03 11:52:31.907081,ARP,60,N/A,N/A
2025-08-03 11:52:31.907081,ARP,60,N/A,N/A
2025-08-03 11:52:31.907081,MDNS,91,192.168.56.55,224.0.0.251
2025-08-03 11:52:32.009486,TCP,54,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.014680,DATA,826,192.168.54.166,255.255.255.255
2025-08-03 11:52:32.014680,MDNS,91,192.168.56.55,224.0.0.251
2025-08-03 11:52:32.014680,ARP,60,N/A,N/A
2025-08-03 11:52:32.014680,ARP,60,N/A,N/A
2025-08-03 11:52:32.014680,DATA,204,192.168.55.227,255.255.255.255
2025-08-03 11:52:32.014680,DATA,60,N/A,N/A
2025-08-03 11:52:32.108195,MDNS,87,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.112781,MDNS,87,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.112781,MDNS,87,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.112781,MDNS,87,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.112781,MDNS,87,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.112781,MDNS,103,192.168.49.38,224.0.0.251
2025-08-03 11:52:32.112781,MDNS,123,N/A,N/A
2025-08-03 11:52:32.112781,SSDP,178,192.168.48.202,239.255.255.250
2025-08-03 11:52:32.217161,DATA,97,192.168.53.236,255.255.255.255
2025-08-03 11:52:32.217161,ARP,60,N/A,N/A
2025-08-03 11:52:32.217161,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.217161,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.217161,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.217161,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.217161,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.217161,DATA,387,192.168.62.59,192.168.63.255
2025-08-03 11:52:32.217161,ARP,60,N/A,N/A
2025-08-03 11:52:32.217161,SSDP,178,192.168.48.202,239.255.255.250
2025-08-03 11:52:32.320293,TCP,54,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.321019,DATA,68,N/A,N/A
2025-08-03 11:52:32.321019,MDNS,119,192.168.54.179,224.0.0.251
2025-08-03 11:52:32.321019,ARP,60,N/A,N/A
2025-08-03 11:52:32.321019,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.321019,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.321019,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.321019,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.321019,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.321019,ARP,60,N/A,N/A
2025-08-03 11:52:32.378632,TCP,60,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.396381,ARP,42,N/A,N/A
2025-08-03 11:52:32.424421,DATA,826,192.168.55.209,255.255.255.255
2025-08-03 11:52:32.424421,DATA,812,192.168.60.252,255.255.255.255
2025-08-03 11:52:32.424421,ARP,60,N/A,N/A
2025-08-03 11:52:32.424421,ARP,60,N/A,N/A
2025-08-03 11:52:32.424421,MDNS,86,192.168.49.164,224.0.0.251
2025-08-03 11:52:32.424421,ARP,60,N/A,N/A
2025-08-03 11:52:32.424421,ARP,60,N/A,N/A
2025-08-03 11:52:32.424421,MDNS,488,192.168.61.69,224.0.0.251
2025-08-03 11:52:32.424421,MDNS,82,192.168.56.127,224.0.0.251
2025-08-03 11:52:32.424421,MDNS,103,192.168.56.127,224.0.0.251
2025-08-03 11:52:32.424421,ARP,60,N/A,N/A
2025-08-03 11:52:32.424421,MDNS,508,N/A,N/A
2025-08-03 11:52:32.424421,MDNS,102,N/A,N/A
2025-08-03 11:52:32.424421,MDNS,123,N/A,N/A
2025-08-03 11:52:32.484247,DNS,76,192.168.58.149,8.8.4.4
2025-08-03 11:52:32.523983,ARP,60,N/A,N/A
2025-08-03 11:52:32.523983,DNS,121,8.8.4.4,192.168.58.149
2025-08-03 11:52:32.527085,TCP,66,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.586227,TCP,66,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.586449,TCP,54,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.587518,TLS,1753,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.624068,MDNS,291,192.168.52.89,224.0.0.251
2025-08-03 11:52:32.624068,ARP,60,N/A,N/A
2025-08-03 11:52:32.624068,ARP,60,N/A,N/A
2025-08-03 11:52:32.624068,ARP,60,N/A,N/A
2025-08-03 11:52:32.624068,MDNS,86,192.168.49.164,224.0.0.251
2025-08-03 11:52:32.624068,MDNS,106,N/A,N/A
2025-08-03 11:52:32.648447,TCP,60,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.648905,TCP,60,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.650619,TLS,1466,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.651063,TCP,1466,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.651283,TCP,54,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.652936,TCP,1466,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.652936,TCP,1466,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.653045,TCP,54,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.653125,TCP,1466,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.653125,TCP.SEGMENTS,692,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.653210,TCP,54,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.653967,TLS,118,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.654506,TLS,264,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.712867,TCP,60,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.713273,TLS,591,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.720732,TLS,143,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.720732,TLS,88,74.125.130.188,192.168.58.149
2025-08-03 11:52:32.720845,TCP,54,192.168.58.149,74.125.130.188
2025-08-03 11:52:32.726618,DATA,812,192.168.60.247,255.255.255.255
2025-08-03 11:52:32.726618,ARP,60,N/A,N/A
2025-08-03 11:52:32.726618,ARP,60,N/A,N/A
2025-08-03 11:52:32.726618,ARP,60,N/A,N/A
2025-08-03 11:52:32.726618,DATA,99,192.168.61.115,239.255.255.250
2025-08-03 11:52:32.828833,ARP,60,N/A,N/A
2025-08-03 11:52:32.828833,ARP,60,N/A,N/A
2025-08-03 11:52:32.828833,MDNS,108,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.828833,MDNS,108,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.828833,MDNS,108,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.828833,MDNS,108,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.828833,MDNS,108,192.168.61.115,224.0.0.251
2025-08-03 11:52:32.828833,MDNS,128,N/A,N/A
2025-08-03 11:52:32.828833,MDNS,128,N/A,N/A
2025-08-03 11:52:32.932138,ARP,60,N/A,N/A
2025-08-03 11:52:32.932138,MDNS,327,192.168.59.226,224.0.0.251
2025-08-03 11:52:32.932138,MDNS,86,192.168.49.164,224.0.0.251
2025-08-03 11:52:32.932138,DATA,387,192.168.53.250,192.168.63.255
2025-08-03 11:52:32.932138,DATA,387,192.168.60.233,192.168.63.255
2025-08-03 11:52:32.932138,ARP,60,N/A,N/A
2025-08-03 11:52:32.932138,ARP,60,N/A,N/A
2025-08-03 11:52:33.029956,ARP,60,N/A,N/A
2025-08-03 11:52:33.033066,ARP,60,N/A,N/A
2025-08-03 11:52:33.033066,ARP,60,N/A,N/A
2025-08-03 11:52:33.033066,DATA,60,N/A,N/A
2025-08-03 11:52:33.141950,MDNS,154,192.168.48.62,224.0.0.251
2025-08-03 11:52:33.141950,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.141950,MDNS,271,192.168.49.164,224.0.0.251
2025-08-03 11:52:33.141950,MDNS,214,192.168.49.164,224.0.0.251
2025-08-03 11:52:33.141950,DATA,367,N/A,N/A
2025-08-03 11:52:33.141950,DATA,387,192.168.61.88,192.168.63.255
2025-08-03 11:52:33.141950,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.141950,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.141950,MDNS,106,N/A,N/A
2025-08-03 11:52:33.141950,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.141950,MDNS,291,N/A,N/A
2025-08-03 11:52:33.141950,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.141950,MDNS,234,N/A,N/A
2025-08-03 11:52:33.141950,MDNS,106,N/A,N/A
2025-08-03 11:52:33.141950,MDNS,106,N/A,N/A
2025-08-03 11:52:33.141950,MDNS,106,N/A,N/A
2025-08-03 11:52:33.141950,MDNS,106,N/A,N/A
2025-08-03 11:52:33.244971,ARP,60,N/A,N/A
2025-08-03 11:52:33.345384,DATA,812,192.168.60.248,255.255.255.255
2025-08-03 11:52:33.345384,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,348,192.168.56.50,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,87,192.168.56.50,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,127,192.168.54.46,224.0.0.251
2025-08-03 11:52:33.345384,ARP,60,N/A,N/A
2025-08-03 11:52:33.345384,MDNS,103,192.168.56.55,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,103,192.168.61.3,224.0.0.251
2025-08-03 11:52:33.345384,ARP,60,N/A,N/A
2025-08-03 11:52:33.345384,MDNS,129,192.168.56.55,224.0.0.251
2025-08-03 11:52:33.345384,MDNS,123,N/A,N/A
2025-08-03 11:52:33.345384,MDNS,123,N/A,N/A
2025-08-03 11:52:33.446487,DATA,812,192.168.55.248,255.255.255.255
2025-08-03 11:52:33.446487,ARP,60,N/A,N/A
2025-08-03 11:52:33.446487,DATA,387,192.168.55.247,192.168.63.255
2025-08-03 11:52:33.446487,MDNS,103,192.168.56.127,224.0.0.251
2025-08-03 11:52:33.446487,ARP,60,N/A,N/A
2025-08-03 11:52:33.446487,ARP,60,N/A,N/A
2025-08-03 11:52:33.446487,MDNS,443,192.168.49.207,224.0.0.251
2025-08-03 11:52:33.446487,ARP,60,N/A,N/A
2025-08-03 11:52:33.446487,DATA,594,192.168.48.13,192.168.63.255
2025-08-03 11:52:33.446487,MDNS,463,N/A,N/A
2025-08-03 11:52:33.548539,DATA,805,192.168.49.59,255.255.255.255
2025-08-03 11:52:33.548539,DATA,367,N/A,N/A
2025-08-03 11:52:33.548539,ARP,60,N/A,N/A
2025-08-03 11:52:33.548539,DATA,62,192.168.63.8,192.168.63.255
2025-08-03 11:52:33.548539,ARP,60,N/A,N/A
2025-08-03 11:52:33.548539,ARP,60,N/A,N/A
2025-08-03 11:52:33.548539,ARP,60,N/A,N/A
2025-08-03 11:52:33.548539,ARP,60,N/A,N/A
2025-08-03 11:52:33.548539,MDNS,87,192.168.56.50,224.0.0.251
2025-08-03 11:52:33.548539,ARP,60,N/A,N/A
2025-08-03 11:52:33.548539,ARP,60,N/A,N/A
2025-08-03 11:52:33.648899,DATA,367,N/A,N/A
2025-08-03 11:52:33.648899,DATA,387,192.168.56.219,192.168.63.255
2025-08-03 11:52:33.648899,DATA,68,N/A,N/A
2025-08-03 11:52:33.648899,ARP,60,N/A,N/A
2025-08-03 11:52:33.648899,ARP,60,N/A,N/A
2025-08-03 11:52:33.648899,DATA,387,192.168.51.72,192.168.63.255
2025-08-03 11:52:33.750790,DATA,826,192.168.58.11,255.255.255.255
2025-08-03 11:52:33.750790,MDNS,154,192.168.48.63,224.0.0.251
2025-08-03 11:52:33.750790,ARP,60,N/A,N/A
2025-08-03 11:52:33.750790,ARP,60,N/A,N/A
2025-08-03 11:52:33.750790,MDNS,174,N/A,N/A
2025-08-03 11:52:33.859116,DATA,812,192.168.62.252,255.255.255.255
2025-08-03 11:52:33.859116,DATA,367,N/A,N/A
2025-08-03 11:52:33.859116,ARP,60,N/A,N/A
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,DATA,812,192.168.49.149,255.255.255.255
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,114,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.859116,MDNS,87,192.168.56.50,224.0.0.251
2025-08-03 11:52:33.859116,DATA,367,N/A,N/A
2025-08-03 11:52:33.859116,DATA,387,192.168.55.226,192.168.63.255
2025-08-03 11:52:33.952675,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.952675,ARP,60,N/A,N/A
2025-08-03 11:52:33.952675,ARP,60,N/A,N/A
2025-08-03 11:52:33.952675,ARP,60,N/A,N/A
2025-08-03 11:52:33.956753,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.956753,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.956753,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.956753,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:33.956753,ARP,60,N/A,N/A
2025-08-03 11:52:34.060604,ARP,60,N/A,N/A
2025-08-03 11:52:34.060604,MDNS,102,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.060604,ARP,60,N/A,N/A
2025-08-03 11:52:34.060604,ARP,60,N/A,N/A
2025-08-03 11:52:34.060604,MDNS,102,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.060604,MDNS,171,192.168.59.172,224.0.0.251
2025-08-03 11:52:34.060604,DATA,60,N/A,N/A
2025-08-03 11:52:34.060604,MDNS,414,192.168.56.50,224.0.0.251
2025-08-03 11:52:34.060604,MDNS,356,192.168.56.50,224.0.0.251
2025-08-03 11:52:34.060604,DATA,367,N/A,N/A
2025-08-03 11:52:34.060604,DATA,387,192.168.61.243,192.168.63.255
2025-08-03 11:52:34.161799,ARP,60,N/A,N/A
2025-08-03 11:52:34.161799,DATA,367,N/A,N/A
2025-08-03 11:52:34.161799,MDNS,98,192.168.48.62,224.0.0.251
2025-08-03 11:52:34.161799,DATA,367,N/A,N/A
2025-08-03 11:52:34.161799,DATA,387,192.168.56.202,192.168.63.255
2025-08-03 11:52:34.161799,DATA,387,192.168.59.92,192.168.63.255
2025-08-03 11:52:34.161799,ARP,60,N/A,N/A
2025-08-03 11:52:34.161799,ARP,60,N/A,N/A
2025-08-03 11:52:34.161799,MDNS,118,N/A,N/A
2025-08-03 11:52:34.266100,DATA,812,192.168.49.127,255.255.255.255
2025-08-03 11:52:34.266100,DATA,811,192.168.50.41,255.255.255.255
2025-08-03 11:52:34.266100,DATA,367,N/A,N/A
2025-08-03 11:52:34.266100,DATA,387,192.168.53.60,192.168.63.255
2025-08-03 11:52:34.266100,MDNS,230,192.168.49.207,224.0.0.251
2025-08-03 11:52:34.266100,DATA,86,192.168.50.219,192.168.63.255
2025-08-03 11:52:34.266100,ARP,60,N/A,N/A
2025-08-03 11:52:34.266100,ARP,60,N/A,N/A
2025-08-03 11:52:34.266100,ARP,60,N/A,N/A
2025-08-03 11:52:34.266100,ARP,60,N/A,N/A
2025-08-03 11:52:34.266100,MDNS,98,192.168.48.62,224.0.0.251
2025-08-03 11:52:34.266100,MDNS,118,N/A,N/A
2025-08-03 11:52:34.274784,DHCPV6,120,N/A,N/A
2025-08-03 11:52:34.365612,DATA,812,192.168.62.147,255.255.255.255
2025-08-03 11:52:34.365612,ARP,60,N/A,N/A
2025-08-03 11:52:34.365612,ARP,60,N/A,N/A
2025-08-03 11:52:34.365612,ARP,60,N/A,N/A
2025-08-03 11:52:34.365612,ARP,60,N/A,N/A
2025-08-03 11:52:34.365612,DATA,594,192.168.63.164,192.168.63.255
2025-08-03 11:52:34.468780,DATA,812,192.168.49.143,255.255.255.255
2025-08-03 11:52:34.468780,ARP,60,N/A,N/A
2025-08-03 11:52:34.468780,ARP,60,N/A,N/A
2025-08-03 11:52:34.468780,ARP,60,N/A,N/A
2025-08-03 11:52:34.468780,MDNS,230,192.168.49.207,224.0.0.251
2025-08-03 11:52:34.468780,ARP,60,N/A,N/A
2025-08-03 11:52:34.468780,MDNS,250,N/A,N/A
2025-08-03 11:52:34.468780,SSDP,214,192.168.54.98,239.255.255.250
2025-08-03 11:52:34.575912,DATA,812,192.168.61.219,255.255.255.255
2025-08-03 11:52:34.575912,DATA,812,192.168.50.90,255.255.255.255
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,DATA,387,192.168.51.39,192.168.63.255
2025-08-03 11:52:34.575912,MDNS,119,192.168.60.2,224.0.0.251
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,MDNS,377,192.168.55.49,224.0.0.251
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,ARP,60,N/A,N/A
2025-08-03 11:52:34.575912,MDNS,82,192.168.55.49,224.0.0.251
2025-08-03 11:52:34.575912,MDNS,139,N/A,N/A
2025-08-03 11:52:34.575912,MDNS,397,N/A,N/A
2025-08-03 11:52:34.575912,MDNS,102,N/A,N/A
2025-08-03 11:52:34.671266,DATA,367,N/A,N/A
2025-08-03 11:52:34.671266,DATA,97,192.168.53.236,255.255.255.255
2025-08-03 11:52:34.671266,ARP,60,N/A,N/A
2025-08-03 11:52:34.780490,MDNS,99,192.168.48.215,224.0.0.251
2025-08-03 11:52:34.780490,MDNS,230,192.168.49.207,224.0.0.251
2025-08-03 11:52:34.780490,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.780490,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.780490,DATA,367,N/A,N/A
2025-08-03 11:52:34.780490,DATA,387,192.168.49.110,192.168.63.255
2025-08-03 11:52:34.780490,ARP,60,N/A,N/A
2025-08-03 11:52:34.780490,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.780490,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.780490,MDNS,99,192.168.48.215,224.0.0.251
2025-08-03 11:52:34.780490,MDNS,86,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.780490,ARP,60,N/A,N/A
2025-08-03 11:52:34.780490,MDNS,106,N/A,N/A
2025-08-03 11:52:34.780490,MDNS,106,N/A,N/A
2025-08-03 11:52:34.780490,MDNS,106,N/A,N/A
2025-08-03 11:52:34.780490,MDNS,119,N/A,N/A
2025-08-03 11:52:34.780490,MDNS,106,N/A,N/A
2025-08-03 11:52:34.874693,DATA,812,192.168.61.253,255.255.255.255
2025-08-03 11:52:34.874693,MDNS,82,192.168.55.49,224.0.0.251
2025-08-03 11:52:34.876312,ARP,60,N/A,N/A
2025-08-03 11:52:34.916612,DNS,79,192.168.58.149,8.8.4.4
2025-08-03 11:52:34.920170,DNS,79,192.168.58.149,8.8.4.4
2025-08-03 11:52:34.938027,DNS,224,8.8.4.4,192.168.58.149
2025-08-03 11:52:34.981981,ARP,60,N/A,N/A
2025-08-03 11:52:34.981981,ARP,60,N/A,N/A
2025-08-03 11:52:34.981981,ARP,60,N/A,N/A
2025-08-03 11:52:34.981981,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.981981,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.981981,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.981981,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.981981,MDNS,244,192.168.57.30,224.0.0.251
2025-08-03 11:52:34.981981,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.981981,MDNS,135,192.168.62.19,224.0.0.251
2025-08-03 11:52:34.989726,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.989726,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.989726,MDNS,602,192.168.49.207,224.0.0.251
2025-08-03 11:52:34.989726,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.989726,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.989726,MDNS,81,192.168.61.115,224.0.0.251
2025-08-03 11:52:34.989726,MDNS,155,N/A,N/A
2025-08-03 11:52:34.989726,MDNS,101,N/A,N/A
2025-08-03 11:52:34.989726,MDNS,101,N/A,N/A
2025-08-03 11:52:34.989726,MDNS,622,N/A,N/A
2025-08-03 11:52:34.989726,MDNS,101,N/A,N/A
2025-08-03 11:52:34.989726,MDNS,101,N/A,N/A
2025-08-03 11:52:34.989726,MDNS,101,N/A,N/A
2025-08-03 11:52:35.011109,DNS,75,192.168.58.149,8.8.4.4
2025-08-03 11:52:35.011685,DNS,75,192.168.58.149,8.8.4.4
2025-08-03 11:52:35.017563,MDNS,82,192.168.58.149,224.0.0.251
2025-08-03 11:52:35.017983,MDNS,102,N/A,N/A
2025-08-03 11:52:35.018214,MDNS,82,192.168.58.149,224.0.0.251
2025-08-03 11:52:35.018389,MDNS,102,N/A,N/A
2025-08-03 11:52:35.049244,DNS,124,8.8.4.4,192.168.58.149
2025-08-03 11:52:35.072673,DNS,365,8.8.4.4,192.168.58.149
2025-08-03 11:52:35.076008,QUIC,1292,192.168.58.149,216.58.203.46
2025-08-03 11:52:35.076576,QUIC,1292,192.168.58.149,216.58.203.46
2025-08-03 11:52:35.077032,QUIC,122,192.168.58.149,216.58.203.46
2025-08-03 11:52:35.078488,QUIC,1288,192.168.58.149,216.58.203.46
2025-08-03 11:52:35.082207,DATA,812,192.168.62.247,255.255.255.255
2025-08-03 11:52:35.082207,DATA,60,N/A,N/A
2025-08-03 11:52:35.082207,MDNS,171,192.168.59.172,224.0.0.251
2025-08-03 11:52:35.082207,ARP,60,N/A,N/A
2025-08-03 11:52:35.082207,ARP,60,N/A,N/A
