timestamp,src_ip,dst_ip,protocol_encoded,length_normalized
2025-08-03 11:52:31.707389,192.168.49.164,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.707389,,,0,0.009782608695652173
2025-08-03 11:52:31.707389,192.168.63.245,255.255.255.255,1,0.41847826086956524
2025-08-03 11:52:31.707389,,,0,0.009782608695652173
2025-08-03 11:52:31.707389,,,0,0.009782608695652173
2025-08-03 11:52:31.707389,,,0,0.009782608695652173
2025-08-03 11:52:31.707389,192.168.60.64,224.0.0.251,5,0.03315217391304348
2025-08-03 11:52:31.707389,,,0,0.009782608695652173
2025-08-03 11:52:31.707389,192.168.60.135,224.0.0.251,5,0.04184782608695652
2025-08-03 11:52:31.707389,,,0,0.009782608695652173
2025-08-03 11:52:31.707389,,,0,0.009782608695652173
2025-08-03 11:52:31.707389,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.707389,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.707389,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.708317,,,0,0.0
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.709570,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.019021739130434784
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.03097826086956522
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.03097826086956522
2025-08-03 11:52:31.717138,,,0,0.009782608695652173
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.03097826086956522
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.03097826086956522
2025-08-03 11:52:31.717138,,,0,0.009782608695652173
2025-08-03 11:52:31.717138,,,0,0.009782608695652173
2025-08-03 11:52:31.717138,,,0,0.009782608695652173
2025-08-03 11:52:31.717138,,,0,0.009782608695652173
2025-08-03 11:52:31.717138,192.168.61.115,224.0.0.251,5,0.03097826086956522
2025-08-03 11:52:31.718517,,,0,0.009782608695652173
2025-08-03 11:52:31.718548,192.168.58.149,192.168.49.164,5,0.21141304347826087
2025-08-03 11:52:31.720021,,,5,0.029891304347826088
2025-08-03 11:52:31.720021,,,5,0.029891304347826088
2025-08-03 11:52:31.720021,,,5,0.029891304347826088
2025-08-03 11:52:31.720021,,,5,0.029891304347826088
2025-08-03 11:52:31.720021,,,0,0.009782608695652173
2025-08-03 11:52:31.720021,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,0,0.009782608695652173
2025-08-03 11:52:31.729060,,,5,0.029891304347826088
2025-08-03 11:52:31.729060,,,5,0.04184782608695652
2025-08-03 11:52:31.729060,,,5,0.04184782608695652
2025-08-03 11:52:31.729060,,,5,0.04184782608695652
2025-08-03 11:52:31.729060,,,5,0.04184782608695652
2025-08-03 11:52:31.729060,,,5,0.04184782608695652
2025-08-03 11:52:31.805234,,,0,0.009782608695652173
2025-08-03 11:52:31.805234,192.168.50.237,224.0.0.251,5,0.03315217391304348
2025-08-03 11:52:31.805234,,,0,0.009782608695652173
2025-08-03 11:52:31.805234,192.168.56.55,224.0.0.251,5,0.05054347826086957
2025-08-03 11:52:31.805234,,,5,0.06141304347826087
2025-08-03 11:52:31.907081,,,0,0.009782608695652173
2025-08-03 11:52:31.907081,,,0,0.009782608695652173
2025-08-03 11:52:31.907081,,,0,0.009782608695652173
2025-08-03 11:52:31.907081,,,0,0.009782608695652173
2025-08-03 11:52:31.907081,192.168.56.55,224.0.0.251,5,0.026630434782608695
2025-08-03 11:52:32.009486,192.168.58.149,74.125.130.188,9,0.006521739130434783
2025-08-03 11:52:32.014680,192.168.54.166,255.255.255.255,1,0.42608695652173917
2025-08-03 11:52:32.014680,192.168.56.55,224.0.0.251,5,0.026630434782608695
2025-08-03 11:52:32.014680,,,0,0.009782608695652173
2025-08-03 11:52:32.014680,,,0,0.009782608695652173
2025-08-03 11:52:32.014680,192.168.55.227,255.255.255.255,1,0.08804347826086956
2025-08-03 11:52:32.014680,,,1,0.009782608695652173
2025-08-03 11:52:32.108195,192.168.61.115,224.0.0.251,5,0.024456521739130432
2025-08-03 11:52:32.112781,192.168.61.115,224.0.0.251,5,0.024456521739130432
2025-08-03 11:52:32.112781,192.168.61.115,224.0.0.251,5,0.024456521739130432
2025-08-03 11:52:32.112781,192.168.61.115,224.0.0.251,5,0.024456521739130432
2025-08-03 11:52:32.112781,192.168.61.115,224.0.0.251,5,0.024456521739130432
2025-08-03 11:52:32.112781,192.168.49.38,224.0.0.251,5,0.03315217391304348
2025-08-03 11:52:32.112781,,,5,0.044021739130434785
2025-08-03 11:52:32.112781,192.168.48.202,239.255.255.250,8,0.07391304347826086
2025-08-03 11:52:32.217161,192.168.53.236,255.255.255.255,1,0.029891304347826088
2025-08-03 11:52:32.217161,,,0,0.009782608695652173
2025-08-03 11:52:32.217161,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.217161,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.217161,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.217161,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.217161,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.217161,192.168.62.59,192.168.63.255,1,0.1875
2025-08-03 11:52:32.217161,,,0,0.009782608695652173
2025-08-03 11:52:32.217161,192.168.48.202,239.255.255.250,8,0.07391304347826086
2025-08-03 11:52:32.320293,192.168.58.149,74.125.130.188,9,0.006521739130434783
2025-08-03 11:52:32.321019,,,1,0.014130434782608697
2025-08-03 11:52:32.321019,192.168.54.179,224.0.0.251,5,0.04184782608695652
2025-08-03 11:52:32.321019,,,0,0.009782608695652173
2025-08-03 11:52:32.321019,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.321019,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.321019,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.321019,192.168.61.115,224.0.0.251,5,0.02391304347826087
2025-08-03 11:52:32.321019,192.168.61.115,224.0.0.251,5,0.02391304347826087
